iter	Passed	Remaining
328	1281	2614
329	1284	2607
330	1287	2601
331	1289	2594
332	1292	2589
333	1295	2583
334	1298	2578
335	1301	2571
336	1303	2565
337	1306	2559
338	1309	2553
339	1312	2547
340	1315	2541
341	1317	2535
342	1320	2529
343	1322	2522
344	1325	2516
345	1328	2510
346	1330	2503
347	1333	2497
348	1338	2496
349	1342	2493
350	1347	2491
351	1352	2489
352	1357	2487
353	1359	2481
354	1362	2474
355	1364	2468
356	1367	2462
357	1369	2456
358	1372	2450
359	1374	2444
360	1377	2438
361	1379	2431
362	1382	2426
363	1385	2420
364	1388	2415
365	1391	2409
366	1393	2403
367	1397	2400
368	1400	2394
369	1402	2388
370	1405	2383
371	1408	2377
372	1410	2371
373	1413	2366
374	1416	2360
375	1419	2355
376	1421	2349
377	1424	2343
378	1427	2338
379	1430	2334
380	1433	2329
381	1437	2325
382	1440	2319
383	1442	2314
384	1445	2309
385	1448	2303
386	1450	2298
387	1453	2292
388	1459	2293
389	1463	2288
390	1465	2283
391	1468	2277
392	1471	2273
393	1475	2269
394	1478	2264
395	1481	2259
396	1484	2254
397	1487	2249
398	1490	2245
399	1493	2240
400	1496	2235
401	1499	2230
402	1502	2225
403	1505	2220
404	1507	2215
405	1510	2210
406	1513	2204
407	1516	2199
408	1518	2194
409	1521	2189
410	1523	2183
411	1526	2178
412	1529	2173
413	1531	2167
414	1534	2163
415	1537	2158
416	1539	2152
417	1542	2147
418	1545	2142
419	1548	2137
420	1550	2132
421	1552	2127
422	1555	2121
423	1558	2117
424	1562	2114
425	1565	2109
426	1567	2103
427	1569	2098
428	1572	2093
429	1575	2088
430	1577	2083
431	1580	2077
432	1582	2072
433	1585	2067
434	1587	2062
435	1590	2057
436	1593	2052
437	1595	2047
438	1598	2042
439	1601	2038
440	1605	2034
441	1607	2029
442	1610	2024
443	1612	2019
444	1615	2014
445	1617	2009
446	1620	2004
447	1623	1999
448	1625	1994
449	1627	1989
450	1630	1984
451	1633	1980
452	1635	1975
453	1638	1970
454	1640	1965
455	1643	1960
456	1646	1956
457	1649	1951
458	1652	1947
459	1654	1942
460	1657	1937
461	1659	1932
462	1663	1928
463	1665	1923
464	1667	1919
465	1670	1914
466	1673	1909
467	1675	1904
468	1678	1900
469	1680	1895
470	1682	1890
471	1685	1885
472	1688	1880
473	1690	1876
474	1694	1872
475	1696	1868
476	1699	1863
477	1702	1859
478	1705	1855
479	1708	1851
480	1711	1846
481	1713	1841
482	1716	1837
483	1720	1834
484	1724	1830
485	1726	1826
486	1729	1822
487	1733	1818
488	1737	1815
489	1740	1811
490	1743	1807
491	1746	1803
492	1749	1799
493	1752	1794
494	1754	1790
495	1757	1785
496	1760	1781
497	1762	1776
498	1765	1772
499	1767	1767
500	1769	1762
501	1772	1758
502	1775	1754
503	1778	1750
504	1781	1746
505	1783	1741
506	1786	1736
507	1788	1732
508	1791	1727
509	1794	1723
510	1796	1719
511	1798	1714
512	1801	1710
513	1804	1705
514	1807	1702
515	1810	1698
516	1812	1693
517	1815	1688
518	1817	1684
519	1820	1680
520	1823	1676
521	1825	1672
522	1828	1667
523	1831	1663
524	1834	1659
525	1837	1656
526	1840	1651
527	1842	1647
528	1844	1642
529	1847	1638
530	1850	1634
531	1853	1630
532	1855	1625
533	1857	1621
534	1863	1619
535	1868	1617
536	1872	1614
537	1875	1610
538	1877	1605
539	1881	1602
540	1883	1598
541	1886	1593
542	1888	1589
543	1891	1585
544	1893	1580
545	1897	1577
546	1899	1573
547	1902	1569
548	1904	1564
549	1907	1560
550	1910	1556
551	1913	1553
552	1916	1549
553	1919	1545
554	1923	1542
555	1926	1538
556	1929	1534
557	1932	1530
558	1935	1526
559	1938	1522
560	1940	1518
561	1943	1514
562	1946	1510
563	1948	1506
564	1951	1502
565	1955	1499
566	1958	1495
567	1960	1491
568	1963	1487
569	1966	1483
570	1968	1479
571	1972	1475
572	1974	1471
573	1977	1467
574	1979	1463
575	1984	1460
576	1986	1456
577	1989	1452
578	1991	1448
579	1993	1443
580	1997	1440
581	2001	1437
582	2004	1433
583	2006	1429
584	2009	1425
585	2012	1421
586	2016	1418
587	2019	1414
588	2021	1410
589	2024	1406
590	2026	1402
591	2029	1398
592	2032	1394
593	2034	1390
594	2037	1386
595	2040	1382
596	2043	1379
597	2046	1375
598	2048	1371
599	2051	1367
600	2054	1363
601	2056	1359
602	2059	1355
603	2061	1351
604	2064	1347
605	2066	1343
606	2069	1340
607	2075	1338
608	2078	1334
609	2080	1330
610	2084	1326
611	2089	1324
612	2094	1322
613	2100	1320
614	2104	1317
615	2106	1313
616	2109	1309
617	2111	1305
618	2115	1302
619	2118	1298
620	2121	1294
621	2123	1290
622	2126	1286
623	2128	1282
624	2131	1278
625	2135	1275
626	2137	1271
627	2140	1267
628	2143	1263
629	2145	1260
630	2148	1256
631	2151	1252
632	2153	1248
633	2156	1244
634	2158	1240
635	2161	1236
636	2163	1233
637	2167	1229
638	2169	1225
639	2171	1221
640	2174	1217
641	2176	1213
642	2182	1211
643	2185	1207
644	2187	1203
645	2189	1200
646	2192	1196
647	2195	1192
648	2198	1188
649	2200	1185
650	2203	1181
651	2205	1177
652	2208	1173
653	2210	1169
654	2214	1166
655	2216	1162
656	2218	1158
657	2221	1154
658	2223	1150
659	2226	1146
660	2229	1143
661	2232	1139
662	2234	1135
663	2236	1131
664	2239	1128
665	2241	1124
666	2245	1120
667	2247	1117
668	2249	1113
669	2252	1109
670	2254	1105
671	2257	1101
672	2260	1098
673	2262	1094
674	2265	1090
675	2267	1086
676	2270	1083
677	2272	1079
678	2277	1076
679	2279	1072
680	2282	1069
681	2284	1065
682	2288	1062
683	2291	1058
684	2293	1054
685	2296	1050
686	2298	1047
687	2301	1043
688	2304	1040
689	2307	1036
690	2309	1032
691	2312	1029
692	2314	1025
693	2318	1022
694	2320	1018
695	2322	1014
696	2325	1010
697	2327	1007
698	2330	1003
699	2333	999
700	2335	996
701	2338	992
702	2340	988
703	2343	985
704	2345	981
705	2348	977
706	2352	975
707	2356	971
708	2358	968
709	2364	965
710	2370	963
711	2375	961
712	2381	958
713	2386	955
714	2389	952
715	2394	949
716	2398	946
717	2403	943
718	2408	941
719	2413	938
720	2415	934
721	2418	931
722	2420	927
723	2424	924
724	2426	920
725	2429	916
726	2431	913
727	2434	909
728	2436	905
729	2439	902
730	2442	898
731	2444	895
732	2447	891
733	2449	887
734	2452	884
735	2456	881
736	2459	877
737	2462	874
738	2464	870
739	2467	867
740	2470	863
741	2473	860
742	2475	856
743	2478	852
744	2481	849
745	2483	845
746	2486	842
747	2489	838
748	2491	834
749	2494	831
750	2497	827
751	2500	824
752	2502	821
753	2505	817
754	2508	813
755	2510	810
756	2513	806
757	2516	803
758	2518	799
759	2521	796
760	2523	792
761	2526	788
762	2528	785
763	2532	782
764	2534	778
765	2537	775
766	2539	771
767	2542	767
768	2546	765
769	2551	762
770	2554	758
771	2556	755
772	2558	751
773	2563	748
774	2566	745
775	2569	741
776	2571	738
777	2574	734
778	2577	731
779	2579	727
780	2582	724
781	2584	720
782	2587	717
783	2589	713
784	2592	710
785	2598	707
786	2605	705
787	2610	702
788	2614	699
789	2619	696
790	2625	693
791	2630	690
792	2634	687
793	2637	684
794	2640	680
795	2643	677
796	2645	673
797	2648	670
798	2651	666
799	2654	663
800	2657	660
801	2660	656
802	2662	653
803	2665	649
804	2667	646
805	2671	643
806	2674	639
807	2676	635
808	2678	632
809	2681	628
810	2683	625
811	2687	622
812	2690	618
813	2692	615
814	2695	611
815	2697	608
816	2700	604
817	2705	601
818	2707	598
819	2710	594
820	2712	591
821	2716	588
822	2718	584
823	2721	581
824	2723	577
825	2726	574
826	2728	570
827	2731	567
828	2736	564
829	2739	561
830	2741	557
831	2744	554
832	2749	551
833	2754	548
834	2757	544
835	2759	541
836	2762	537
837	2764	534
838	2767	531
839	2769	527
840	2771	524
841	2774	520
842	2778	517
843	2780	514
844	2783	510
845	2785	507
846	2788	503
847	2790	500
848	2794	496
849	2796	493
850	2799	490
851	2801	486
852	2804	483
853	2807	479
854	2809	476
855	2812	473
856	2815	469
857	2818	466
858	2822	463
859	2825	459
860	2828	456
861	2832	453
862	2835	450
863	2838	446
864	2841	443
865	2843	440
866	2846	436
867	2849	433
868	2852	430
869	2855	426
870	2857	423
871	2860	419
872	2863	416
873	2867	413
874	2869	409
875	2872	406
876	2874	403
877	2877	399
878	2879	396
879	2882	393
880	2884	389
881	2887	386
882	2889	382
883	2892	379
884	2895	376
885	2898	372
886	2900	369
887	2903	366
888	2905	362
889	2908	359
890	2911	356
891	2915	352
892	2917	349
893	2920	346
894	2923	342
895	2926	339
896	2928	336
897	2931	332
898	2933	329
899	2936	326
900	2939	323
901	2942	319
902	2944	316
903	2947	312
904	2949	309
905	2952	306
906	2955	303
907	2958	299
908	2960	296
909	2962	293
910	2965	289
911	2968	286
912	2971	283
913	2973	279
914	2976	276
915	2978	273
916	2980	269
917	2983	266
918	2986	263
919	2988	259
920	2991	256
921	2993	253
922	2997	250
923	2999	246
924	3002	243
925	3004	240
926	3007	236
927	3010	233
928	3013	230
929	3015	226
930	3017	223
931	3020	220
932	3022	217
933	3026	213
934	3028	210
935	3031	207
936	3033	203
937	3035	200
938	3039	197
939	3041	194
940	3044	190
941	3047	187
942	3049	184
943	3053	181
944	3055	177
945	3058	174
946	3060	171
947	3063	168
948	3065	164
949	3069	161
950	3071	158
951	3074	155
952	3077	151
953	3079	148
954	3082	145
955	3085	142
956	3088	138
957	3091	135
958	3093	132
959	3096	129
960	3099	125
961	3102	122
962	3104	119
963	3107	116
964	3109	112
965	3112	109
966	3115	106
967	3117	103
968	3120	99
969	3122	96
970	3125	93
971	3128	90
972	3131	86
973	3133	83
974	3136	80
975	3138	77
976	3141	73
977	3144	70
978	3146	67
979	3149	64
980	3151	61
981	3154	57
982	3157	54
983	3159	51
984	3162	48
985	3165	44
986	3167	41
987	3170	38
988	3173	35
989	3176	32
990	3178	28
991	3181	25
992	3185	22
993	3187	19
994	3190	16
995	3192	12
996	3195	9
997	3197	6
998	3200	3
999	3202	0
